BookId	Title	Author	Url
98	A Tale of Two Cities	Charles Dickens	https://web.archive.org/web/20230331025316/https://www.litcharts.com/lit/a-tale-of-two-cities
98	A Tale of Two Cities	Charles Dickens	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/tale-of-two-cities
98	A Tale of Two Cities	Charles Dickens	https://web.archive.org/web/20230330202918/https://www.sparknotes.com/lit/a-tale-of-two-cities/
854	A Woman of No Importance	Oscar Wilde	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/a-woman-of-no-importance
76	Adventures of Huckleberry Finn	Mark Twain	https://web.archive.org/web/20230530151556/https://www.litcharts.com/lit/the-adventures-of-huckleberry-finn
14417	Agamemnon	Aeschylus	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/agamemnon
14417	Agamemnon	Aeschylus	https://web.archive.org/web/20230330202918/https://www.sparknotes.com/lit/agamemnon/
14417	Agamemnon	Aeschylus	https://web.archive.org/web/20230206224158/https://www.litcharts.com/lit/agamemnon
10523	Alcestis	Euripides	https://web.archive.org/web/20240202141848/https://www.litcharts.com/lit/alcestis
28885	Alice in Wonderland	Lewis Carroll	https://web.archive.org/web/20230330202918/https://www.sparknotes.com/lit/alice/
28885	Alice in Wonderland	Lewis Carroll	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/alice-in-wonderland
28885	Alice's Adventures in Wonderland	Lewis Carroll	https://web.archive.org/web/20230404121639/https://www.litcharts.com/lit/alice-s-adventures-in-wonderland
28885	Alice's Adventures in Wonderland	Lewis Carroll	https://web.archive.org/web/20230330202918/https://www.cliffsnotes.com/literature/a/alices-adventures-in-wonderland/book-summary
2062	All For Love	John Dryden	https://web.archive.org/web/20230701004551/https://www.litcharts.com/lit/all-for-love
2062	All for Love	John Dryden	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/all-for-love
1791	All's Well That Ends Well	William Shakespeare	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/alls-well-that-ends-well
1791	All's Well That Ends Well	William Shakespeare	https://web.archive.org/web/20230330202918/https://www.sparknotes.com/shakespeare/allswell/
1791	All's Well That Ends Well	William Shakespeare	https://web.archive.org/web/20230330202918/https://www.cliffsnotes.com/literature/a/alls-well-that-ends-well/play-summary
1791	All's Well that Ends Well	William Shakespeare	https://web.archive.org/web/20211024070935/https://www.litcharts.com/lit/all-s-well-that-ends-well
6098	Amelia	Henry Fielding	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/amelia
10376	American Indian Stories	Zitkala-Sa	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/american-indian-stories
885	An Ideal Husband	Oscar Wilde	https://web.archive.org/web/20230330202918/https://www.sparknotes.com/drama/idealhusband/
885	An Ideal Husband	Oscar Wilde	https://web.archive.org/web/20231201100912/https://www.litcharts.com/lit/an-ideal-husband
885	An Ideal Husband	Oscar Wilde	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/an-ideal-husband
524	Ann Veronica	H.G. Wells	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/ann-veronica
1249	Anthem	Ayn Rand	https://web.archive.org/web/20240613081514/https://www.litcharts.com/lit/anthem
1249	Anthem	Ayn Rand	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/anthem
1249	Anthem	Ayn Rand	https://web.archive.org/web/20230330202918/https://www.cliffsnotes.com/literature/a/anthem/book-summary
1249	Anthem	Ayn Rand	https://web.archive.org/web/20230330202918/https://www.sparknotes.com/lit/anthem/
1796	Antony and Cleopatra	William Shakespeare	https://web.archive.org/web/20231210233651/https://www.litcharts.com/lit/antony-and-cleopatra
1796	Antony and Cleopatra	William Shakespeare	https://web.archive.org/web/20230330202918/https://www.sparknotes.com/shakespeare/antony/
1796	Antony and Cleopatra	William Shakespeare	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/antony-and-cleopatra
1796	Antony and Cleopatra	William Shakespeare	https://web.archive.org/web/20230330202918/https://www.cliffsnotes.com/literature/a/antony-and-cleopatra/play-summary
9915	Appeal to the Christian Women of the South	Angelina Grimke	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/appeal-to-the-christian-women-of-the-south
55822	Argonauts of the Western Pacific	Bronislaw Malinowski	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/argonauts-of-the-western-pacific
2154	Around the World in 80 Days	Jules Verne	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/around-the-world-in-80-days
1121	As You Like It	William Shakespeare	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/as-you-like-it
1121	As You Like It	William Shakespeare	https://web.archive.org/web/20230205101325/https://www.litcharts.com/lit/as-you-like-it
1121	As You Like It	William Shakespeare	https://web.archive.org/web/20230330202918/https://www.sparknotes.com/shakespeare/asyoulikeit/
1121	As You Like It	William Shakespeare	https://web.archive.org/web/20230330202918/https://www.cliffsnotes.com/literature/a/as-you-like-it/play-summary
23810	At Fault	Kate Chopin	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/at-fault
11012	Autobiography of an Ex-Colored Man	James Weldon Johnson	https://web.archive.org/web/20210724010346/https://www.litcharts.com/lit/autobiography-of-an-ex-colored-man
2432	Barchester Towers	Anthony Trollope	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/barchester-towers
917	Barnaby Rudge	Charles Dickens	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/barnaby-rudge
49461	Bartholomew Fair	Ben Jonson	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/bartholomew-fair
981	Beowulf	Anonymous	https://web.archive.org/web/20230330202918/https://www.cliffsnotes.com/literature/b/beowulf/poem-summary
981	Beowulf	Anonymous - Beowulf	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/beowulf
981	Beowulf	Anonymous	https://web.archive.org/web/20230130121505/https://www.litcharts.com/lit/beowulf
271	Black Beauty	Anna Sewell	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/black-beauty
271	Black Beauty	Anna Sewell	https://web.archive.org/web/20240202191128/https://www.litcharts.com/lit/black-beauty
1023	Bleak House	Charles Dickens	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/bleak-house
1023	Bleak House	Charles Dickens	https://web.archive.org/web/20230330202918/https://www.cliffsnotes.com/literature/b/bleak-house/book-summary
1023	Bleak House	Charles Dickens	https://web.archive.org/web/20230330202918/https://www.sparknotes.com/lit/bleakhouse/
1023	Bleak House	Charles Dickens	https://web.archive.org/web/20221007113430/https://www.litcharts.com/lit/bleak-house
3329	Caesar and Cleopatra	George Bernard Shaw	https://web.archive.org/web/20240202191755/https://www.litcharts.com/lit/caesar-and-cleopatra
11323	Caleb Williams	William Godwin	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/caleb-williams
19942	Candide	Voltaire	https://web.archive.org/web/20230206102801/https://www.litcharts.com/lit/candide
19942	Candide	François Voltaire	https://web.archive.org/web/20230330202918/https://www.cliffsnotes.com/literature/c/candide/book-summary
19942	Candide	Voltaire	https://web.archive.org/web/20230330202918/https://www.sparknotes.com/lit/candide/
171	Charlotte Temple	Susanna Rowson	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/charlotte-temple
171	Charlotte Temple	Susanna Rowson	https://web.archive.org/web/20240202192717/https://www.litcharts.com/lit/charlotte-temple
2142	Childhood	Leo Tolstoy	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/childhood
2046	Clotel; or, The President's Daughter	William Wells Brown	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/clotel-or-the-presidents-daughter
1769	Comedy of Errors	William Shakespeare	https://web.archive.org/web/20230330202918/https://www.cliffsnotes.com/literature/c/comedy-of-errors/play-summary
1769	Comedy of Errors	William Shakespeare	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/comedy-of-errors
1797	Coriolanus	William Shakespeare	https://web.archive.org/web/20240828101834/https://www.litcharts.com/lit/coriolanus
1797	Coriolanus	William Shakespeare	https://web.archive.org/web/20230330202918/https://www.sparknotes.com/shakespeare/coriolanus/
1797	Coriolanus	William Shakespeare	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/coriolanus
57539	Cranford	Elizabeth Gaskell	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/cranford
2554	Crime and Punishment	Fyodor Dostoevsky	https://web.archive.org/web/20230330202918/https://www.sparknotes.com/lit/crime/
2554	Crime and Punishment	Fyodor Dostoevsky	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/crime-and-punishment
2554	Crime and Punishment	Fyodor Dostoevsky	https://web.archive.org/web/20230322183155/https://www.litcharts.com/lit/crime-and-punishment
2554	Crime and Punishment	Fyodor Dostoevsky	https://web.archive.org/web/20230330202918/https://www.cliffsnotes.com/literature/c/crime-and-punishment/book-summary
1999	Crome Yellow	Aldous Huxley	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/chrome-yellow
1799	Cymbeline	William Shakespeare	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/cymbeline
1799	Cymbeline	William Shakespeare	https://web.archive.org/web/20231128222213/https://www.litcharts.com/lit/cymbeline
3771	Cynthia's Revels	Ben Jonson	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/cynthias-revels
1254	Cyrano De Bergerac	Edmond Rostand	https://web.archive.org/web/20230108141138/https://www.litcharts.com/lit/cyrano-de-bergerac
1254	Cyrano de Bergerac	Edmond Rostand	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/cyrano-de-bergerac
1254	Cyrano de Bergerac	Edmond Rostand	https://web.archive.org/web/20230330202918/https://www.sparknotes.com/lit/cyrano/
1254	Cyrano de Bergerac	Edmond Rostand	https://web.archive.org/web/20230330202918/https://www.cliffsnotes.com/literature/c/cyrano-de-bergerac/play-summary
208	Daisy Miller	Henry James	https://web.archive.org/web/20230330202918/https://www.sparknotes.com/lit/daisy/
208	Daisy Miller	Henry James	https://web.archive.org/web/20240721020355/https://www.litcharts.com/lit/daisy-miller
208	Daisy Miller	Henry James	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/daisy-miller
921	De Profundis	Oscar Wilde	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/de-profundis
1081	Dead Souls	Nikolai Gogol	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/dead-souls
502	Desert Gold	Zane Grey	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/desert-gold
2814	Dubliners	James Joyce	https://web.archive.org/web/20230330202918/https://www.sparknotes.com/lit/dubliners/
2814	Dubliners	James Joyce	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/dubliners
20288	Edward II	Christopher Marlowe	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/edward-ii
20288	Edward II	Christopher Marlowe	https://web.archive.org/web/20230730123653/https://www.litcharts.com/lit/edward-ii
2447	Eminent Victorians	Lytton Strachey	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/eminent-victorians
8157	Esther Waters	George Augustus Moore	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/esther-waters
1715	Eugenie Grandet	Honore de Balzac	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/eugenie-grandet
6053	Evelina	Frances Burney	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/evelina-or-the-history-of-a-young-ladys-entrance-into-the-world
3694	Every Man in His Humour	Ben Jonson	https://web.archive.org/web/20210803040833/https://www.litcharts.com/lit/every-man-in-his-humour
3694	Every Man in His Humour	Ben Jonson	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/every-man-in-his-humour
55945	Exiles	James Joyce	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/exiles
47935	Fathers and Sons	Ivan Turgenev	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/fathers-and-sons
47935	Fathers and Sons	Ivan Turgenev	https://web.archive.org/web/20230610093640/https://www.litcharts.com/lit/fathers-and-sons
47935	Fathers and Sons	Ivan Turgenev	https://web.archive.org/web/20230330202918/https://www.cliffsnotes.com/literature/f/fathers-and-sons/book-summary
14591	Faust	Johann Wolfgang von Goethe	https://web.archive.org/web/20231211021714/https://www.litcharts.com/lit/faust
3424	For the Term of His Natural Life	Marcus Clarke	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/for-the-term-of-his-natural-life
84	Frankenstein	Mary Shelley	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/frankenstein
84	Frankenstein	Mary Shelley	https://web.archive.org/web/20230330202918/https://www.cliffsnotes.com/literature/f/frankenstein/frankenstein-at-a-glance
84	Frankenstein	Mary Shelley	https://web.archive.org/web/20230129160544/https://www.litcharts.com/lit/frankenstein
84	Frankenstein	Mary Shelley	https://web.archive.org/web/20230330202918/https://www.sparknotes.com/lit/frankenstein/
31160	Free Joe, and Other Georgian Sketches	Joel Chandler Harris	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/free-joe-and-other-georgian-sketches
2467	Ghosts	Henrik Ibsen	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/ghosts
2467	Ghosts	Henrik Ibsen	https://web.archive.org/web/20230330202918/https://www.cliffsnotes.com/literature/g/ghosts/play-summary
2467	Ghosts	Henrik Ibsen	https://web.archive.org/web/20240917195942/https://www.litcharts.com/lit/ghosts
2467	Ghosts	Henrik Ibsen	https://web.archive.org/web/20230330202918/https://www.sparknotes.com/lit/ghosts/
1400	Great Expectations	Charles Dickens	https://web.archive.org/web/20230330202918/https://www.sparknotes.com/lit/greatex/
1400	Great Expectations	Charles Dickens	https://web.archive.org/web/20230330202918/https://www.cliffsnotes.com/literature/g/great-expectations/great-expectations-at-a-glance
1400	Great Expectations	Charles Dickens	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/great-expectations
1400	Great Expectations	Charles Dickens	https://web.archive.org/web/20230529084240/https://www.litcharts.com/lit/great-expectations
942	Green Mansions	William H. Hudson	https://web.archive.org/web/20230330202918/https://www.cliffsnotes.com/literature/g/green-mansions/book-summary
1787	Hamlet	William Shakespeare	https://web.archive.org/web/2023/https://www.sparknotes.com/shakespeare/hamlet/
1787	Hamlet	William Shakespeare	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/hamlet
1787	Hamlet	William Shakespeare	https://web.archive.org/web/20230329004915/https://www.litcharts.com/lit/hamlet
1787	Hamlet	William Shakespeare	https://web.archive.org/web/20230330202918/https://www.cliffsnotes.com/literature/h/hamlet/hamlet-at-a-glance
786	Hard Times	Charles Dickens	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/hard-times
786	Hard Times	Charles Dickens	https://web.archive.org/web/20230330202918/https://www.sparknotes.com/lit/hardtimes/
786	Hard Times	Charles Dickens	https://web.archive.org/web/20221112175541/https://www.litcharts.com/lit/hard-times
5140	He Knew He Was Right	Anthony Trollope	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/he-knew-he-was-right
219	Heart of Darkness	Joseph Conrad	https://web.archive.org/web/20230217130511/https://www.litcharts.com/lit/heart-of-darkness
219	Heart of Darkness	Joseph Conrad	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/heart-of-darkness
219	Heart of Darkness	Joseph Conrad	https://web.archive.org/web/20230330202918/https://www.sparknotes.com/lit/heart-of-darkness/
219	Heart of Darkness	Joseph Conrad	https://web.archive.org/web/20230330202918/https://www.cliffsnotes.com/literature/h/heart-of-darkness/heart-of-darkness-at-a-glance
4093	Hedda Gabler	Henrik Ibsen	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/hedda-gabler
4093	Hedda Gabler	Henrik Ibsen	https://web.archive.org/web/20230330202918/https://www.sparknotes.com/lit/heddagabler/
4093	Hedda Gabler	Henrik Ibsen	https://web.archive.org/web/20210801014439/https://www.litcharts.com/lit/hedda-gabler
2253	Henry V	William Shakespeare	https://web.archive.org/web/20230330202918/https://www.sparknotes.com/shakespeare/henryv/
2253	Henry V	William Shakespeare	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/henry-v
2253	Henry V	William Shakespeare	https://web.archive.org/web/20230329133259/https://www.litcharts.com/lit/henry-v
2253	Henry V	William Shakespeare	https://web.archive.org/web/20230330202918/https://www.cliffsnotes.com/literature/h/henry-v/play-summary
1765	Henry VI Part 1	William Shakespeare	https://web.archive.org/web/20230330202918/https://www.sparknotes.com/shakespeare/henry6pt1/
2255	Henry VI Part 2	William Shakespeare	https://web.archive.org/web/20230330202918/https://www.sparknotes.com/shakespeare/henry6pt2/
2256	Henry VI Part 3	William Shakespeare	https://web.archive.org/web/20230330202918/https://www.sparknotes.com/shakespeare/henry6pt3/
2258	Henry VIII	William Shakespeare	https://web.archive.org/web/20230330202918/https://www.sparknotes.com/shakespeare/henryviii/
2258	Henry VIII	William Shakespeare	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/henry-viii
3837	Hospital Sketches	Louisa May Alcott	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/hospital-sketches
2852	Hound of the Baskervilles	Arthur Conan Doyle	https://web.archive.org/web/20230330202918/https://www.sparknotes.com/lit/hound/
45502	How the Other Half Lives	Jacob A. Riis	https://web.archive.org/web/20210922094534/https://www.litcharts.com/lit/how-the-other-half-lives
45502	How the Other Half Lives	Jacob A. Riis	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/how-the-other-half-lives
2891	Howards End	E.M. Forster	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/howards-end
2891	Howards End	E. M. Forster	https://web.archive.org/web/20220930194223/https://www.litcharts.com/lit/howards-end
2891	Howards End	E. M. Forster	https://web.archive.org/web/20230330202918/https://www.sparknotes.com/lit/howardsend/
849	Idle Thoughts of an Idle Fellow	Jerome K. Jerome	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/idle-thoughts-of-an-idle-fellow
6150	Iliad	Homer	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/iliad
353	In Flanders Fields and Other Poems	John McCrae	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/in-flanders-fields
4540	In His Steps	Charles M. Sheldon	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/in-his-steps
12352	Iola Leroy	Frances Ellen Watkins Harper	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/iola-leroy
12352	Iola Leroy	Frances Harper	https://web.archive.org/web/20230330202918/https://www.sparknotes.com/lit/iolaleroy/
82	Ivanhoe	Sir Walter Scott	https://web.archive.org/web/20230330202918/https://www.sparknotes.com/lit/ivanhoe/
82	Ivanhoe	Walter Scott	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/ivanhoe
5670	Jacob's Room	Virginia Woolf	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/jacobs-room
1785	Julius Caesar	William Shakespeare	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/julius-caesar
1785	Julius Caesar	William Shakespeare	https://web.archive.org/web/20230313180016/https://www.litcharts.com/lit/julius-caesar
1785	Julius Caesar	William Shakespeare	https://web.archive.org/web/20230330202918/https://www.cliffsnotes.com/literature/j/julius-caesar/play-summary
1785	Julius Caesar	William Shakespeare	https://web.archive.org/web/20230330202918/https://www.sparknotes.com/shakespeare/juliuscaesar/
421	Kidnapped	Robert Louis Stevenson	https://web.archive.org/web/20230330202918/https://www.sparknotes.com/lit/kidnapped/
421	Kidnapped	Robert Louis Stevenson	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/kidnapped
35555	Kim	Rudyard Kipling	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/kim
1780	King Henry IV, Part 1	William Shakespeare	https://web.archive.org/web/20230330202918/https://www.cliffsnotes.com/literature/k/king-henry-iv-part-1/play-summary
1775	King John	William Shakespeare	https://web.archive.org/web/20230330202918/https://www.sparknotes.com/shakespeare/kingjohn/
1794	King Lear	William Shakespeare	https://web.archive.org/web/20230330202918/https://www.cliffsnotes.com/literature/k/king-lear/play-summary
1794	King Lear	William Shakespeare	https://web.archive.org/web/20230206083636/https://www.litcharts.com/lit/king-lear
1794	King Lear	William Shakespeare	https://web.archive.org/web/20230330202918/https://www.sparknotes.com/shakespeare/lear/
1794	King Lear	William Shakespeare	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/king-lear
8954	Lady Audley's Secret	Mary Braddon	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/lady-audleys-secret
27681	Last of the Mohicans	James Fenimore Cooper	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/last-of-the-mohicans
46853	Le Morte d'Arthur	Sir Thomas Malory	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/le-morte-darthur
46853	Le Morte d'Arthur	Thomas Malory	https://web.archive.org/web/20230330202918/https://www.cliffsnotes.com/literature/l/le-morte-darthur/book-summary
1322	Leaves of Grass	Walt Whitman	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/leaves-of-grass
4666	Letters from an American Farmer	J. Hector St. John de Crevecoeur	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/letters-from-an-american-farmer
2587	Life is a Dream	Pedro Calderón de la Barca	https://web.archive.org/web/20240305114936/https://www.litcharts.com/lit/life-is-a-dream
963	Little Dorrit	Charles Dickens	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/little-dorrit
37106	Little Women	Louisa May Alcott	https://web.archive.org/web/20230330202918/https://www.sparknotes.com/lit/littlewomen/
37106	Little Women	Louisa May Alcott	https://web.archive.org/web/20231209011315/https://www.litcharts.com/lit/little-women
37106	Little Women	Louisa May Alcott	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/little-women
16517	Liza of Lambeth	W. Somerset Maugham	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/liza-of-lambeth
25439	Looking Backward	Edward Bellamy	https://web.archive.org/web/20230330202918/https://www.sparknotes.com/lit/lookingbackward/
1774	Love's Labour's Lost	William Shakespeare	https://web.archive.org/web/20230330202918/https://www.cliffsnotes.com/literature/l/loves-labours-lost/play-summary
1774	Love's Labour's Lost	William Shakespeare	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/loves-labours-lost
1774	Love's Labours Lost	William Shakespeare	https://web.archive.org/web/20230330202918/https://www.sparknotes.com/shakespeare/labours/
7700	Lysistrata	Aristophanes	https://web.archive.org/web/20230330202918/https://www.sparknotes.com/drama/lysistrata/
7700	Lysistrata	Aristophanes	https://web.archive.org/web/20210927105210/https://www.litcharts.com/lit/lysistrata
7700	Lysistrata	Aristophanes	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/lysistrata
1795	Macbeth	William Shakespeare	https://web.archive.org/web/20230331031847/https://www.litcharts.com/lit/macbeth
1795	Macbeth	William Shakespeare	https://web.archive.org/web/20230330202918/https://www.cliffsnotes.com/literature/m/macbeth/macbeth-at-a-glance
1795	Macbeth	William Shakespeare	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/macbeth
1795	Macbeth	William Shakespeare	https://web.archive.org/web/20230330202918/https://www.sparknotes.com/shakespeare/macbeth/
27575	Madame Bovary	Gustave Flaubert	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/madame-bovary
27575	Madame Bovary	Gustave Flaubert	https://web.archive.org/web/20230330202918/https://www.sparknotes.com/lit/bovary/
27575	Madame Bovary	Gustave Flaubert	https://web.archive.org/web/20230330202918/https://www.cliffsnotes.com/literature/m/madame-bovary/book-summary
27575	Madame Bovary	Gustave Flaubert	https://web.archive.org/web/20220531173849/https://www.litcharts.com/lit/madame-bovary
447	Maggie: A Girl of the Streets	Stephen Crane	https://web.archive.org/web/20230330202918/https://www.sparknotes.com/lit/maggie/
19630	Mahabharata	Anonymous - Mahabharata	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/mahabharata
543	Main Street	Sinclair Lewis	https://web.archive.org/web/20230330202918/https://www.sparknotes.com/lit/mainstreet/
543	Main Street	Sinclair Lewis	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/main-street
51565	Major Barbara	George Bernard Shaw	https://web.archive.org/web/20230330202918/https://www.cliffsnotes.com/literature/m/major-barbara/play-summary
51565	Major Barbara	George Bernard Shaw	https://web.archive.org/web/20230330202918/https://www.sparknotes.com/drama/majorbarbara/
51565	Major Barbara	George Bernard Shaw	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/major-barbara
3328	Man and Superman	George Bernard Shaw	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/man-and-superman
2153	Mary Barton	Elizabeth Gaskell	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/mary-barton
1792	Measure for Measure	William Shakespeare	https://web.archive.org/web/20230330202918/https://www.sparknotes.com/shakespeare/measure/
1792	Measure for Measure	William Shakespeare	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/measure-for-measure
1792	Measure for Measure	William Shakespeare	https://web.archive.org/web/20231207174120/https://www.litcharts.com/lit/measure-for-measure
1643	Meno	Plato	https://web.archive.org/web/20211205144133/https://www.litcharts.com/lit/meno
1779	Merchant of Venice	William Shakespeare	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/merchant-of-venice
29220	Monday or Tuesday	Virginia Woolf	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/monday-or-tuesday
1783	Much Ado About Nothing	William Shakespeare	https://web.archive.org/web/20230330202918/https://www.cliffsnotes.com/literature/m/much-ado-about-nothing/play-summary
1783	Much Ado About Nothing	William Shakespeare	https://web.archive.org/web/20230330202918/https://www.gradesaver.com/much-ado-about-nothing
1783	Much Ado About Nothing	William Shakespeare	https://web.archive.org/web/20230329011622/https://www.litcharts.com/lit/much-ado-about-nothing
